driverStandingsId,raceId,driverId,points,position,wins,year
70568,1064,849,7.0,16,0,2021
70569,1064,4,46.0,10,0,2021
70570,1064,853,0.0,20,0,2021
70571,1064,9,0.0,21,0,2021
70572,1065,1,221.5,2,4,2021
70573,1065,830,226.5,1,7,2021
70574,1065,822,141.0,3,0,2021
70575,1065,846,132.0,4,0,2021
70576,1065,815,118.0,5,1,2021
70577,1065,844,104.0,6,0,2021
70578,1065,817,83.0,8,1,2021
70579,1065,832,97.5,7,0,2021
70580,1065,852,18.0,14,0,2021
70581,1065,840,24.0,13,0,2021
70582,1065,8,2.0,17,0,2021
70583,1065,841,1.0,18,0,2021
70584,1065,839,45.0,11,1,2021
70585,1065,847,15.0,15,0,2021
70586,1065,20,35.0,12,0,2021
70587,1065,854,0.0,19,0,2021
70588,1065,842,66.0,9,0,2021
70589,1065,849,7.0,16,0,2021
70590,1065,4,50.0,10,0,2021
70591,1065,853,0.0,21,0,2021
70592,1065,9,0.0,20,0,2021
70593,1066,1,246.5,1,5,2021
70594,1066,830,244.5,2,7,2021
70595,1066,822,151.0,3,0,2021
70596,1066,846,139.0,4,0,2021
70597,1066,815,120.0,5,1,2021
70598,1066,844,104.0,7,0,2021
70599,1066,817,95.0,8,1,2021
70600,1066,832,112.5,6,0,2021
70601,1066,852,18.0,14,0,2021
70602,1066,840,24.0,13,0,2021
70603,1066,8,6.0,17,0,2021
70604,1066,841,1.0,18,0,2021
70605,1066,839,45.0,11,1,2021
70606,1066,847,16.0,15,0,2021
70607,1066,20,35.0,12,0,2021
70608,1066,854,0.0,19,0,2021
70609,1066,842,66.0,9,0,2021
70610,1066,849,7.0,16,0,2021
70611,1066,4,58.0,10,0,2021
70612,1066,853,0.0,21,0,2021
70613,1066,9,0.0,20,0,2021
70614,1067,1,256.5,2,5,2021
70615,1067,830,262.5,1,7,2021
70616,1067,822,177.0,3,1,2021
70617,1067,846,145.0,4,0,2021
70618,1067,815,135.0,5,1,2021
70619,1067,844,116.0,7,0,2021
70620,1067,817,95.0,8,1,2021
70621,1067,832,116.5,6,0,2021
70622,1067,852,18.0,14,0,2021
70623,1067,840,26.0,13,0,2021
70624,1067,8,6.0,17,0,2021
70625,1067,841,1.0,18,0,2021
70626,1067,839,46.0,11,1,2021
70627,1067,847,16.0,15,0,2021
70628,1067,20,35.0,12,0,2021
70629,1067,854,0.0,19,0,2021
70630,1067,842,74.0,9,0,2021
70631,1067,849,7.0,16,0,2021
70632,1067,4,58.0,10,0,2021
70633,1067,853,0.0,21,0,2021
70634,1067,9,0.0,20,0,2021
70635,1069,1,275.5,2,5,2021
70636,1069,830,287.5,1,8,2021
70637,1069,822,185.0,3,1,2021
70638,1069,846,149.0,5,0,2021
70639,1069,815,150.0,4,1,2021
70640,1069,844,128.0,6,0,2021
70641,1069,817,105.0,8,1,2021
70642,1069,832,122.5,7,0,2021
70643,1069,852,20.0,14,0,2021
70644,1069,840,26.0,13,0,2021
70645,1069,8,6.0,17,0,2021
70646,1069,841,1.0,18,0,2021
70647,1069,839,46.0,11,1,2021
70648,1069,847,16.0,15,0,2021
70649,1069,20,36.0,12,0,2021
70650,1069,854,0.0,19,0,2021
70651,1069,842,74.0,9,0,2021
70652,1069,849,7.0,16,0,2021
70653,1069,4,58.0,10,0,2021
70654,1069,853,0.0,21,0,2021
70655,1069,9,0.0,20,0,2021
70656,1070,1,293.5,2,5,2021
70657,1070,830,312.5,1,9,2021
70658,1070,822,185.0,3,1,2021
70659,1070,846,150.0,5,0,2021
70660,1070,815,165.0,4,1,2021
70661,1070,844,138.0,6,0,2021
70662,1070,817,105.0,8,1,2021
70663,1070,832,130.5,7,0,2021
70664,1070,852,20.0,14,0,2021
70665,1070,840,26.0,13,0,2021
70666,1070,8,10.0,16,0,2021
70667,1070,841,1.0,18,0,2021
70668,1070,839,46.0,11,1,2021
70669,1070,847,16.0,15,0,2021
70670,1070,20,42.0,12,0,2021
70671,1070,854,0.0,19,0,2021
70672,1070,842,86.0,9,0,2021
70673,1070,849,7.0,17,0,2021
70674,1070,4,60.0,10,0,2021
70675,1070,853,0.0,21,0,2021
70676,1070,9,0.0,20,0,2021
70677,1071,1,318.5,2,6,2021
70678,1071,830,332.5,1,9,2021
70679,1071,822,203.0,3,1,2021
70680,1071,846,151.0,5,0,2021
70681,1071,815,178.0,4,1,2021
70682,1071,844,148.0,6,0,2021
70683,1071,817,105.0,8,1,2021
70684,1071,832,139.5,7,0,2021
70685,1071,852,20.0,14,0,2021
70686,1071,840,26.0,13,0,2021
70687,1071,8,10.0,16,0,2021
70688,1071,841,1.0,18,0,2021
70689,1071,839,50.0,11,1,2021
70690,1071,847,16.0,15,0,2021
70691,1071,20,42.0,12,0,2021
70692,1071,854,0.0,19,0,2021
70693,1071,842,92.0,9,0,2021
70694,1071,849,7.0,17,0,2021
70695,1071,4,62.0,10,0,2021
70696,1071,853,0.0,21,0,2021
70697,1071,9,0.0,20,0,2021
70719,1072,1,369.5,2,8,2021
70720,1072,830,369.5,1,9,2021
70721,1072,822,218.0,3,1,2021
70722,1072,846,154.0,6,0,2021
70723,1072,815,190.0,4,1,2021
70724,1072,844,158.0,5,0,2021
70725,1072,817,115.0,8,1,2021
70726,1072,832,149.5,7,0,2021
70727,1072,852,20.0,14,0,2021
70728,1072,840,34.0,13,0,2021
70729,1072,8,10.0,16,0,2021
70730,1072,841,3.0,18,0,2021
70731,1072,839,72.0,11,1,2021
70732,1072,847,16.0,15,0,2021
70733,1072,20,43.0,12,0,2021
70734,1072,854,0.0,19,0,2021
70735,1072,842,100.0,9,0,2021
70736,1072,849,7.0,17,0,2021
70737,1072,4,77.0,10,0,2021
70738,1072,853,0.0,21,0,2021
70739,1072,9,0.0,20,0,2021
70740,1073,1,387.5,2,8,2021
70741,1073,830,395.5,1,10,2021
70742,1073,822,226.0,3,1,2021
70743,1073,846,160.0,6,0,2021
70744,1073,815,190.0,4,1,2021
70745,1073,844,159.0,7,0,2021
70746,1073,817,115.0,8,1,2021
70747,1073,832,164.5,5,0,2021
70748,1073,852,32.0,14,0,2021
70749,1073,840,34.0,13,0,2021
70750,1073,8,10.0,16,0,2021
70751,1073,841,3.0,18,0,2021
70752,1073,839,74.0,11,1,2021
70753,1073,847,16.0,15,0,2021
70754,1073,20,43.0,12,0,2021
70755,1073,854,0.0,19,0,2021
70756,1073,842,110.0,9,0,2021
70757,1073,849,7.0,17,0,2021
70758,1073,4,81.0,10,0,2021
70759,1073,853,0.0,21,0,2021
70760,1073,9,0.0,20,0,2021
71395,1074,842,0.0,20,0,2022
71394,1074,830,0.0,19,0,2022
71393,1074,815,0.0,18,0,2022
71392,1074,807,0.0,17,0,2022
71391,1074,849,0.0,16,0,2022
71390,1074,846,0.0,15,0,2022
71389,1074,817,0.0,14,0,2022
71388,1074,848,0.0,13,0,2022
71387,1074,840,0.0,12,0,2022
71386,1074,854,0.0,11,0,2022
71385,1074,855,1.0,10,0,2022
71384,1074,4,2.0,9,0,2022
71383,1074,852,4.0,8,0,2022
71382,1074,839,6.0,7,0,2022
71381,1074,822,8.0,6,0,2022
71376,1074,844,26.0,1,1,2022
71377,1074,832,18.0,2,0,2022
71378,1074,1,15.0,3,0,2022
71379,1074,847,12.0,4,0,2022
71380,1074,825,10.0,5,0,2022
71272,1075,844,45.0,1,1,2022
71273,1075,832,33.0,2,0,2022
71274,1075,1,16.0,5,0,2022
71275,1075,847,22.0,4,0,2022
71276,1075,825,12.0,8,0,2022
71277,1075,822,8.0,9,0,2022
71278,1075,839,14.0,6,0,2022
71279,1075,852,4.0,11,0,2022
71280,1075,4,2.0,13,0,2022
71281,1075,855,1.0,14,0,2022
71282,1075,854,0.0,15,0,2022
71283,1075,840,0.0,16,0,2022
71284,1075,848,0.0,18,0,2022
71285,1075,817,0.0,19,0,2022
71286,1075,846,6.0,10,0,2022
71287,1075,849,0.0,20,0,2022
71288,1075,807,0.0,17,0,2022
71289,1075,815,12.0,7,0,2022
71290,1075,830,25.0,3,1,2022
71291,1075,842,4.0,12,0,2022
71292,1076,844,71.0,1,2,2022
71293,1076,832,33.0,3,0,2022
71294,1076,1,28.0,5,0,2022
71295,1076,847,37.0,2,0,2022
71296,1076,825,12.0,9,0,2022
71297,1076,822,12.0,10,0,2022
71298,1076,839,20.0,7,0,2022
71299,1076,852,4.0,13,0,2022
71300,1076,4,2.0,14,0,2022
71301,1076,855,1.0,15,0,2022
71302,1076,854,0.0,17,0,2022
71303,1076,840,0.0,18,0,2022
71304,1076,848,1.0,16,0,2022
71305,1076,817,8.0,11,0,2022
71306,1076,846,16.0,8,0,2022
71307,1076,849,0.0,20,0,2022
71308,1076,807,0.0,19,0,2022
71309,1076,815,30.0,4,0,2022
71310,1076,830,25.0,6,1,2022
71311,1076,842,6.0,12,0,2022
71312,1076,20,0.0,21,0,2022
71313,1077,844,86.0,1,2,2022
71314,1077,832,38.0,5,0,2022
71315,1077,1,28.0,7,0,2022
71316,1077,847,49.0,4,0,2022
71317,1077,825,15.0,10,0,2022
71318,1077,822,24.0,8,0,2022
71319,1077,839,20.0,9,0,2022
71320,1077,852,10.0,12,0,2022
71321,1077,4,2.0,15,0,2022
71322,1077,855,1.0,16,0,2022
71323,1077,854,0.0,19,0,2022
71324,1077,840,1.0,18,0,2022
71325,1077,848,1.0,17,0,2022
71326,1077,817,11.0,11,0,2022
71327,1077,846,35.0,6,0,2022
71328,1077,849,0.0,21,0,2022
71329,1077,807,0.0,20,0,2022
71330,1077,815,54.0,3,0,2022
71331,1077,830,59.0,2,2,2022
71332,1077,842,6.0,13,0,2022
71333,1077,20,4.0,14,0,2022
71334,1078,844,104.0,1,2,2022
71335,1078,832,53.0,5,0,2022
71336,1078,1,36.0,6,0,2022
71337,1078,847,59.0,4,0,2022
71338,1078,825,15.0,10,0,2022
71339,1078,822,30.0,8,0,2022
71340,1078,839,24.0,9,0,2022
71341,1078,852,10.0,12,0,2022
71342,1078,4,2.0,16,0,2022
71343,1078,855,1.0,18,0,2022
71344,1078,854,0.0,19,0,2022
71345,1078,840,2.0,17,0,2022
71346,1078,848,3.0,15,0,2022
71347,1078,817,11.0,11,0,2022
71348,1078,846,35.0,7,0,2022
71349,1078,849,0.0,21,0,2022
71350,1078,807,0.0,20,0,2022
71351,1078,815,66.0,3,0,2022
71352,1078,830,85.0,2,3,2022
71353,1078,842,6.0,13,0,2022
71354,1078,20,4.0,14,0,2022
71355,1079,844,104.0,2,2,2022
71356,1079,832,65.0,5,0,2022
71357,1079,1,46.0,6,0,2022
71358,1079,847,74.0,4,0,2022
71359,1079,825,15.0,10,0,2022
71360,1079,822,38.0,8,0,2022
71361,1079,839,30.0,9,0,2022
71362,1079,852,11.0,11,0,2022
71363,1079,4,4.0,15,0,2022
71364,1079,855,1.0,18,0,2022
71365,1079,854,0.0,19,0,2022
71366,1079,840,2.0,17,0,2022
71367,1079,848,3.0,16,0,2022
71368,1079,817,11.0,12,0,2022
71369,1079,846,39.0,7,0,2022
71370,1079,849,0.0,21,0,2022
71371,1079,807,0.0,20,0,2022
71372,1079,815,85.0,3,0,2022
71373,1079,830,110.0,1,4,2022
71374,1079,842,6.0,13,0,2022
71375,1079,20,4.0,14,0,2022
71396,1080,844,116.0,2,2,2022
71397,1080,832,83.0,5,0,2022
71398,1080,1,50.0,6,0,2022
71399,1080,847,84.0,4,0,2022
71400,1080,825,15.0,10,0,2022
71401,1080,822,40.0,8,0,2022
71402,1080,839,30.0,9,0,2022
71403,1080,852,11.0,12,0,2022
71404,1080,4,10.0,13,0,2022
71405,1080,855,1.0,18,0,2022
71406,1080,854,0.0,19,0,2022
71407,1080,840,2.0,17,0,2022
71408,1080,848,3.0,16,0,2022
71409,1080,817,11.0,11,0,2022
71410,1080,846,48.0,7,0,2022
71411,1080,849,0.0,21,0,2022
71412,1080,807,0.0,20,0,2022
71413,1080,815,110.0,3,1,2022
71414,1080,830,125.0,1,4,2022
71415,1080,842,6.0,14,0,2022
71416,1080,20,5.0,15,0,2022
71417,1081,844,116.0,3,2,2022
71418,1081,832,83.0,5,0,2022
71419,1081,1,62.0,6,0,2022
71420,1081,847,99.0,4,0,2022
71421,1081,825,15.0,12,0,2022
71422,1081,822,40.0,8,0,2022
71423,1081,839,31.0,9,0,2022
71424,1081,852,11.0,15,0,2022
71425,1081,4,16.0,11,0,2022
71426,1081,855,1.0,18,0,2022
71427,1081,854,0.0,19,0,2022
71428,1081,840,2.0,17,0,2022
71429,1081,848,3.0,16,0,2022
71430,1081,817,15.0,13,0,2022
71431,1081,846,50.0,7,0,2022
71432,1081,849,0.0,21,0,2022
71433,1081,807,0.0,20,0,2022
71434,1081,815,129.0,2,1,2022
71435,1081,830,150.0,1,5,2022
71436,1081,842,16.0,10,0,2022
71437,1081,20,13.0,14,0,2022
71479,1082,20,13.0,14,0,2022
71477,1082,830,175.0,1,6,2022
71476,1082,815,129.0,2,1,2022
71475,1082,807,0.0,20,0,2022
71474,1082,849,0.0,21,0,2022
71471,1082,848,3.0,17,0,2022
71470,1082,840,3.0,18,0,2022
71468,1082,855,5.0,16,0,2022
71467,1082,4,18.0,10,0,2022
71466,1082,852,11.0,15,0,2022
71460,1082,832,102.0,5,0,2022
71461,1082,1,77.0,6,0,2022
71462,1082,847,111.0,4,0,2022
71463,1082,825,15.0,12,0,2022
71464,1082,822,46.0,8,0,2022
71478,1082,842,16.0,11,0,2022
71465,1082,839,39.0,9,0,2022
71472,1082,817,15.0,13,0,2022
71459,1082,844,126.0,3,2,2022
71473,1082,846,50.0,7,0,2022
71469,1082,854,0.0,19,0,2022
71480,1083,844,138.0,3,2,2022
71481,1083,832,127.0,4,1,2022
71482,1083,1,93.0,6,0,2022
71483,1083,847,111.0,5,0,2022
71484,1083,825,16.0,12,0,2022
71485,1083,822,46.0,8,0,2022
71486,1083,839,39.0,9,0,2022
71487,1083,852,11.0,15,0,2022
71488,1083,4,28.0,10,0,2022
71489,1083,855,5.0,16,0,2022
71490,1083,854,4.0,17,0,2022
71491,1083,840,3.0,19,0,2022
71492,1083,848,3.0,18,0,2022
71493,1083,817,15.0,14,0,2022
71494,1083,846,58.0,7,0,2022
71495,1083,849,0.0,20,0,2022
71496,1083,807,0.0,21,0,2022
71497,1083,815,147.0,2,1,2022
71498,1083,830,181.0,1,6,2022
71499,1083,842,16.0,11,0,2022
71500,1083,20,15.0,13,0,2022
71501,1084,844,170.0,2,3,2022
71502,1084,832,133.0,4,1,2022
71503,1084,1,109.0,6,0,2022
71504,1084,847,128.0,5,0,2022
71505,1084,825,22.0,11,0,2022
71506,1084,822,46.0,9,0,2022
71507,1084,839,52.0,8,0,2022
71508,1084,852,11.0,16,0,2022
71509,1084,4,29.0,10,0,2022
71510,1084,855,5.0,17,0,2022
71511,1084,854,12.0,15,0,2022
71512,1084,840,3.0,19,0,2022
71513,1084,848,3.0,18,0,2022
71514,1084,817,17.0,12,0,2022
71515,1084,846,64.0,7,0,2022
71516,1084,849,0.0,20,0,2022
71517,1084,807,0.0,21,0,2022
71518,1084,815,151.0,3,1,2022
71519,1084,830,208.0,1,6,2022
71520,1084,842,16.0,13,0,2022
71521,1084,20,15.0,14,0,2022
71522,1085,844,170.0,2,3,2022
71523,1085,832,144.0,4,1,2022
71524,1085,1,127.0,6,0,2022
71525,1085,847,143.0,5,0,2022
71526,1085,825,22.0,11,0,2022
71527,1085,822,46.0,9,0,2022
71528,1085,839,56.0,8,0,2022
71529,1085,852,11.0,16,0,2022
71530,1085,4,37.0,10,0,2022
71531,1085,855,5.0,17,0,2022
71532,1085,854,12.0,15,0,2022
71533,1085,840,4.0,18,0,2022
71534,1085,848,3.0,19,0,2022
71535,1085,817,19.0,12,0,2022
71536,1085,846,70.0,7,0,2022
71537,1085,849,0.0,20,0,2022
71538,1085,807,0.0,21,0,2022
71539,1085,815,163.0,3,1,2022
71540,1085,830,233.0,1,7,2022
71541,1085,842,16.0,13,0,2022
71542,1085,20,15.0,14,0,2022
71543,1086,844,178.0,2,3,2022
71544,1086,832,156.0,5,1,2022
71545,1086,1,146.0,6,0,2022
71546,1086,847,158.0,4,0,2022
71547,1086,825,22.0,11,0,2022
71548,1086,822,46.0,9,0,2022
71549,1086,839,58.0,8,0,2022
71550,1086,852,11.0,16,0,2022
71551,1086,4,41.0,10,0,2022
71552,1086,855,5.0,17,0,2022
71553,1086,854,12.0,15,0,2022
71554,1086,840,4.0,18,0,2022
71555,1086,848,3.0,19,0,2022
71556,1086,817,19.0,12,0,2022
71557,1086,846,76.0,7,0,2022
71558,1086,849,0.0,20,0,2022
71559,1086,807,0.0,21,0,2022
71560,1086,815,173.0,3,1,2022
71561,1086,830,258.0,1,8,2022
71562,1086,842,16.0,13,0,2022
71563,1086,20,16.0,14,0,2022
71564,1087,844,186.0,3,3,2022
71565,1087,832,171.0,4,1,2022
71566,1087,1,146.0,6,0,2022
71567,1087,847,170.0,5,0,2022
71568,1087,825,22.0,11,0,2022
71569,1087,822,46.0,10,0,2022
71570,1087,839,64.0,8,0,2022
71571,1087,852,11.0,16,0,2022
71572,1087,4,51.0,9,0,2022
71573,1087,855,5.0,17,0,2022
71574,1087,854,12.0,15,0,2022
71575,1087,840,4.0,19,0,2022
71576,1087,848,4.0,18,0,2022
71577,1087,817,19.0,13,0,2022
71578,1087,846,76.0,7,0,2022
71579,1087,849,0.0,20,0,2022
71580,1087,807,0.0,21,0,2022
71581,1087,815,191.0,2,1,2022
71582,1087,830,284.0,1,9,2022
71583,1087,842,18.0,14,0,2022
71584,1087,20,20.0,12,0,2022
71585,1088,844,201.0,2,3,2022
71586,1088,832,175.0,5,1,2022
71587,1088,1,158.0,6,0,2022
71588,1088,847,188.0,4,0,2022
71589,1088,825,22.0,11,0,2022
71590,1088,822,46.0,10,0,2022
71591,1088,839,66.0,8,0,2022
71592,1088,852,11.0,16,0,2022
71593,1088,4,59.0,9,0,2022
71594,1088,855,5.0,17,0,2022
71595,1088,854,12.0,15,0,2022
71596,1088,840,5.0,18,0,2022
71597,1088,848,4.0,19,0,2022
71598,1088,817,19.0,13,0,2022
71599,1088,846,82.0,7,0,2022
71600,1088,849,0.0,20,0,2022
71601,1088,807,0.0,21,0,2022
71602,1088,815,201.0,3,1,2022
71603,1088,830,310.0,1,10,2022
71604,1088,842,18.0,14,0,2022
71605,1088,20,20.0,12,0,2022
71606,1089,844,219.0,2,3,2022
71607,1089,832,187.0,5,1,2022
71608,1089,1,168.0,6,0,2022
71609,1089,847,203.0,4,0,2022
71610,1089,825,22.0,12,0,2022
71611,1089,822,46.0,10,0,2022
71612,1089,839,66.0,8,0,2022
71613,1089,852,11.0,16,0,2022
71614,1089,4,59.0,9,0,2022
71615,1089,855,6.0,17,0,2022
71616,1089,854,12.0,15,0,2022
71617,1089,840,5.0,18,0,2022
71618,1089,848,4.0,19,0,2022
71619,1089,817,19.0,14,0,2022
71620,1089,846,88.0,7,0,2022
71621,1089,849,0.0,21,0,2022
71622,1089,807,0.0,22,0,2022
71623,1089,815,210.0,3,1,2022
71624,1089,830,335.0,1,11,2022
71625,1089,842,22.0,11,0,2022
71626,1089,20,20.0,13,0,2022
71627,1089,856,2.0,20,0,2022
71628,1091,844,237.0,2,3,2022
71629,1091,832,202.0,5,1,2022
71630,1091,1,170.0,6,0,2022
71631,1091,847,203.0,4,0,2022
71632,1091,825,22.0,14,0,2022
71633,1091,822,46.0,10,0,2022
71634,1091,839,66.0,8,0,2022
71635,1091,852,11.0,17,0,2022
71636,1091,4,59.0,9,0,2022
71637,1091,855,6.0,18,0,2022
71638,1091,854,12.0,16,0,2022
71639,1091,840,13.0,15,0,2022
71640,1091,848,4.0,19,0,2022
71641,1091,817,29.0,11,0,2022
71642,1091,846,100.0,7,0,2022
71643,1091,849,0.0,21,0,2022
71644,1091,807,0.0,22,0,2022
71645,1091,815,235.0,3,2,2022
71646,1091,830,341.0,1,11,2022
71647,1091,842,23.0,13,0,2022
71648,1091,20,24.0,12,0,2022
71649,1091,856,2.0,20,0,2022
71693,1092,856,2.0,21,0,2022
71692,1092,20,32.0,11,0,2022
71691,1092,842,23.0,13,0,2022
71690,1092,830,366.0,1,12,2022
71689,1092,815,253.0,2,2,2022
71688,1092,807,0.0,22,0,2022
71687,1092,849,2.0,20,0,2022
71686,1092,846,101.0,7,0,2022
71685,1092,817,29.0,12,0,2022
71684,1092,848,4.0,19,0,2022
71673,1092,832,202.0,5,1,2022
71674,1092,1,180.0,6,0,2022
71675,1092,847,207.0,4,0,2022
71676,1092,825,22.0,14,0,2022
71677,1092,822,46.0,10,0,2022
71678,1092,839,78.0,8,0,2022
71679,1092,852,11.0,17,0,2022
71680,1092,4,65.0,9,0,2022
71681,1092,855,6.0,18,0,2022
71682,1092,854,12.0,16,0,2022
71683,1092,840,13.0,15,0,2022
71672,1092,844,252.0,3,3,2022
71759,1093,856,2.0,21,0,2022
71758,1093,20,36.0,11,0,2022
71756,1093,830,391.0,1,13,2022
71755,1093,815,265.0,3,2,2022
71753,1093,849,2.0,20,0,2022
71751,1093,817,29.0,12,0,2022
71750,1093,848,4.0,19,0,2022
71748,1093,854,12.0,16,0,2022
71747,1093,855,6.0,18,0,2022
71746,1093,4,71.0,9,0,2022
71744,1093,839,78.0,8,0,2022
71743,1093,822,46.0,10,0,2022
71741,1093,847,218.0,4,0,2022
71739,1093,832,202.0,5,1,2022
71745,1093,852,12.0,17,0,2022
71749,1093,840,13.0,15,0,2022
71757,1093,842,23.0,14,0,2022
71740,1093,1,198.0,6,0,2022
71742,1093,825,24.0,13,0,2022
71754,1093,807,0.0,22,0,2022
71752,1093,846,109.0,7,0,2022
71738,1093,844,267.0,2,3,2022
71782,1095,844,290.0,2,3,2022
71781,1094,856,2.0,21,0,2022
71780,1094,20,36.0,11,0,2022
71779,1094,842,23.0,14,0,2022
71778,1094,830,416.0,1,14,2022
71777,1094,815,280.0,2,2,2022
71776,1094,807,0.0,22,0,2022
71775,1094,849,2.0,20,0,2022
71774,1094,846,111.0,7,0,2022
71773,1094,817,35.0,12,0,2022
71772,1094,848,4.0,19,0,2022
71761,1094,832,212.0,6,1,2022
71762,1094,1,216.0,5,0,2022
71763,1094,847,231.0,4,0,2022
71764,1094,825,24.0,13,0,2022
71765,1094,822,47.0,10,0,2022
71766,1094,839,82.0,8,0,2022
71767,1094,852,12.0,17,0,2022
71768,1094,4,71.0,9,0,2022
71769,1094,855,6.0,18,0,2022
71770,1094,854,12.0,16,0,2022
71771,1094,840,13.0,15,0,2022
71760,1094,844,275.0,3,3,2022
71783,1095,832,234.0,6,1,2022
71784,1095,1,240.0,5,0,2022
71785,1095,847,265.0,4,1,2022
71786,1095,825,25.0,13,0,2022
71787,1095,822,49.0,10,0,2022
71788,1095,839,86.0,8,0,2022
71789,1095,852,12.0,17,0,2022
71790,1095,4,81.0,9,0,2022
71791,1095,855,6.0,18,0,2022
71792,1095,854,12.0,16,0,2022
71793,1095,840,14.0,15,0,2022
71794,1095,848,4.0,19,0,2022
71795,1095,817,35.0,12,0,2022
71796,1095,846,113.0,7,0,2022
71797,1095,849,2.0,20,0,2022
71798,1095,807,0.0,22,0,2022
71799,1095,815,290.0,3,2,2022
71800,1095,830,429.0,1,14,2022
71801,1095,842,23.0,14,0,2022
71802,1095,20,36.0,11,0,2022
71803,1095,856,2.0,21,0,2022
71804,1096,844,308.0,2,3,2022
71805,1096,832,246.0,5,1,2022
71806,1096,1,240.0,6,0,2022
71807,1096,847,275.0,4,1,2022
71808,1096,825,25.0,13,0,2022
71809,1096,822,49.0,10,0,2022
71810,1096,839,92.0,8,0,2022
71811,1096,852,12.0,17,0,2022
71812,1096,4,81.0,9,0,2022
71813,1096,855,6.0,18,0,2022
71814,1096,854,12.0,16,0,2022
71815,1096,840,18.0,15,0,2022
71816,1096,848,4.0,19,0,2022
71817,1096,817,37.0,11,0,2022
71818,1096,846,122.0,7,0,2022
71819,1096,849,2.0,20,0,2022
71820,1096,807,0.0,22,0,2022
71821,1096,815,305.0,3,2,2022
71822,1096,830,454.0,1,15,2022
71823,1096,842,23.0,14,0,2022
71824,1096,20,37.0,12,0,2022
71825,1096,856,2.0,21,0,2022
72025,1098,857,0.0,20,0,2023
72024,1098,844,0.0,19,0,2023
72023,1098,839,0.0,18,0,2023
72022,1098,846,0.0,17,0,2023
72021,1098,855,0.0,16,0,2023
72020,1098,807,0.0,15,0,2023
72019,1098,856,0.0,14,0,2023
72018,1098,825,0.0,13,0,2023
72017,1098,858,0.0,12,0,2023
72016,1098,852,0.0,11,0,2023
72015,1098,848,1.0,10,0,2023
72014,1098,842,2.0,9,0,2023
72013,1098,822,4.0,8,0,2023
72012,1098,847,6.0,7,0,2023
72011,1098,840,8.0,6,0,2023
72010,1098,1,10.0,5,0,2023
72009,1098,832,12.0,4,0,2023
72008,1098,4,15.0,3,0,2023
72007,1098,815,18.0,2,0,2023
72006,1098,830,25.0,1,1,2023
71903,1099,839,4.0,10,0,2023
71901,1099,855,0.0,17,0,2023
71900,1099,807,0.0,15,0,2023
71899,1099,856,0.0,18,0,2023
71897,1099,858,0.0,16,0,2023
71896,1099,852,0.0,14,0,2023
71894,1099,842,4.0,11,0,2023
71893,1099,822,4.0,9,0,2023
71892,1099,847,18.0,6,0,2023
71891,1099,840,8.0,7,0,2023
71889,1099,832,20.0,4,0,2023
71887,1099,815,43.0,2,1,2023
71902,1099,846,0.0,20,0,2023
71905,1099,857,0.0,19,0,2023
71904,1099,844,6.0,8,0,2023
71888,1099,4,30.0,3,0,2023
71890,1099,1,20.0,5,0,2023
71895,1099,848,1.0,13,0,2023
71898,1099,825,1.0,12,0,2023
71886,1099,830,44.0,1,1,2023
71906,1100,830,69.0,1,2,2023
71907,1100,815,54.0,2,1,2023
71908,1100,4,45.0,3,0,2023
71909,1100,832,20.0,5,0,2023
71910,1100,1,38.0,4,0,2023
71911,1100,840,20.0,6,0,2023
71912,1100,847,18.0,7,0,2023
71913,1100,822,4.0,11,0,2023
71914,1100,842,4.0,14,0,2023
71915,1100,848,1.0,18,0,2023
71916,1100,852,1.0,16,0,2023
71917,1100,858,0.0,19,0,2023
71918,1100,825,1.0,17,0,2023
71919,1100,856,0.0,20,0,2023
71920,1100,807,6.0,9,0,2023
71921,1100,855,2.0,15,0,2023
71922,1100,846,8.0,8,0,2023
71923,1100,839,4.0,12,0,2023
71924,1100,844,6.0,10,0,2023
71925,1100,857,4.0,13,0,2023
71926,1101,830,93.0,1,2,2023
71927,1101,815,87.0,2,2,2023
71928,1101,4,60.0,3,0,2023
71929,1101,832,34.0,5,0,2023
71930,1101,1,48.0,4,0,2023
71931,1101,840,27.0,8,0,2023
71932,1101,847,28.0,7,0,2023
71933,1101,822,4.0,12,0,2023
71934,1101,842,4.0,14,0,2023
71935,1101,848,1.0,17,0,2023
71936,1101,852,2.0,16,0,2023
71937,1101,858,0.0,19,0,2023
71938,1101,825,1.0,18,0,2023
71939,1101,856,0.0,20,0,2023
71940,1101,807,6.0,10,0,2023
71941,1101,855,2.0,15,0,2023
71942,1101,846,10.0,9,0,2023
71943,1101,839,4.0,13,0,2023
71944,1101,844,28.0,6,0,2023
71945,1101,857,4.0,11,0,2023
71946,1102,830,119.0,1,3,2023
71947,1102,815,105.0,2,2,2023
71948,1102,4,75.0,3,0,2023
71949,1102,832,44.0,5,0,2023
71950,1102,1,56.0,4,0,2023
71951,1102,840,27.0,8,0,2023
71952,1102,847,40.0,6,0,2023
71953,1102,822,4.0,13,0,2023
71954,1102,842,8.0,10,0,2023
71955,1102,848,1.0,18,0,2023
71956,1102,852,2.0,16,0,2023
71957,1102,858,0.0,19,0,2023
71958,1102,825,2.0,17,0,2023
71959,1102,856,0.0,20,0,2023
71960,1102,807,6.0,11,0,2023
71961,1102,855,2.0,15,0,2023
