driverStandingsId,raceId,driverId,points,position,wins,year
69667,1026,817,34.0,12,0,2019
69666,1026,154,8.0,17,0,2019
69665,1026,9,1.0,19,0,2019
69664,1026,847,0.0,20,0,2019
69663,1026,841,4.0,18,0,2019
69662,1026,848,64.0,8,0,2019
69657,1026,840,21.0,15,0,2019
69656,1026,8,31.0,14,0,2019
69654,1026,825,20.0,16,0,2019
69652,1026,20,212.0,5,1,2019
69650,1026,1,338.0,1,9,2019
69649,1026,822,274.0,2,3,2019
69658,1026,826,34.0,11,0,2019
69651,1026,830,212.0,4,2,2019
69659,1026,842,75.0,7,0,2019
69660,1026,846,35.0,10,0,2019
69661,1026,815,37.0,9,0,2019
69653,1026,844,223.0,3,2,2019
69655,1026,807,34.0,13,0,2019
69688,1027,832,76.0,7,0,2019
69687,1027,817,38.0,10,0,2019
69686,1027,154,8.0,17,0,2019
69685,1027,9,1.0,19,0,2019
69684,1027,847,0.0,20,0,2019
69683,1027,841,4.0,18,0,2019
69682,1027,848,74.0,8,0,2019
69679,1027,842,77.0,6,0,2019
69677,1027,840,21.0,15,0,2019
69676,1027,8,31.0,14,0,2019
69674,1027,825,20.0,16,0,2019
69672,1027,20,230.0,4,1,2019
69670,1027,1,363.0,1,10,2019
69669,1027,822,289.0,2,3,2019
69678,1027,826,34.0,13,0,2019
69671,1027,830,220.0,5,2,2019
69680,1027,846,35.0,12,0,2019
69681,1027,815,43.0,9,0,2019
69673,1027,844,236.0,3,2,2019
69675,1027,807,35.0,11,0,2019
69689,1028,822,314.0,2,4,2019
69690,1028,1,381.0,1,10,2019
69691,1028,830,235.0,4,2,2019
69692,1028,20,230.0,5,1,2019
69693,1028,844,249.0,3,2,2019
69694,1028,825,20.0,16,0,2019
69695,1028,807,37.0,12,0,2019
69696,1028,8,31.0,14,0,2019
69697,1028,840,21.0,15,0,2019
69698,1028,826,34.0,13,0,2019
69699,1028,842,77.0,8,0,2019
69700,1028,846,41.0,11,0,2019
69701,1028,815,44.0,10,0,2019
69702,1028,848,84.0,6,0,2019
69703,1028,841,4.0,18,0,2019
69704,1028,847,0.0,20,0,2019
69705,1028,9,1.0,19,0,2019
69706,1028,154,8.0,17,0,2019
69707,1028,817,46.0,9,0,2019
69708,1028,832,80.0,7,0,2019
69709,1029,822,314.0,2,4,2019
69710,1029,1,387.0,1,10,2019
69711,1029,830,260.0,3,3,2019
69712,1029,20,230.0,5,1,2019
69713,1029,844,249.0,4,2,2019
69714,1029,825,20.0,16,0,2019
69715,1029,807,37.0,13,0,2019
69716,1029,8,43.0,12,0,2019
69717,1029,840,21.0,15,0,2019
69718,1029,826,35.0,14,0,2019
69719,1029,842,95.0,6,0,2019
69720,1029,846,45.0,11,0,2019
69721,1029,815,46.0,10,0,2019
69722,1029,848,84.0,8,0,2019
69723,1029,841,14.0,17,0,2019
69724,1029,847,0.0,20,0,2019
69725,1029,9,1.0,19,0,2019
69726,1029,154,8.0,18,0,2019
69727,1029,817,54.0,9,0,2019
69728,1029,832,95.0,7,0,2019
69729,1030,822,326.0,2,4,2019
69730,1030,1,413.0,1,11,2019
69731,1030,830,278.0,3,3,2019
69732,1030,20,240.0,5,1,2019
69733,1030,844,264.0,4,2,2019
69734,1030,825,20.0,16,0,2019
69735,1030,807,37.0,14,0,2019
69736,1030,8,43.0,12,0,2019
69737,1030,840,21.0,15,0,2019
69738,1030,826,37.0,13,0,2019
69739,1030,842,95.0,7,0,2019
69740,1030,846,49.0,11,0,2019
69741,1030,815,52.0,10,0,2019
69742,1030,848,92.0,8,0,2019
69743,1030,841,14.0,17,0,2019
69744,1030,847,0.0,20,0,2019
69745,1030,9,1.0,19,0,2019
69746,1030,154,8.0,18,0,2019
69747,1030,817,54.0,9,0,2019
69748,1030,832,96.0,6,0,2019
69888,1034,830,52.0,3,0,2020
69887,1034,817,20.0,9,0,2020
69886,1034,840,20.0,8,0,2020
69885,1034,825,1.0,16,0,2020
69884,1034,154,0.0,20,0,2020
69883,1034,847,0.0,19,0,2020
69882,1034,8,0.0,18,0,2020
69881,1034,848,26.0,6,0,2020
69880,1034,826,1.0,15,0,2020
69879,1034,849,0.0,17,0,2020
69878,1034,20,10.0,13,0,2020
69877,1034,841,2.0,14,0,2020
69876,1034,839,12.0,11,0,2020
69875,1034,842,12.0,12,0,2020
69874,1034,815,22.0,7,0,2020
69873,1034,832,15.0,10,0,2020
69872,1034,1,88.0,1,3,2020
69871,1034,846,36.0,4,0,2020
69870,1034,844,33.0,5,0,2020
69869,1034,822,58.0,2,1,2020
70016,1040,844,57.0,7,0,2020
70014,1031,830,0.0,20,0,2020
70012,1031,840,0.0,18,0,2020
70010,1031,154,0.0,16,0,2020
70008,1031,8,0.0,14,0,2020
70006,1031,826,0.0,12,0,2020
70015,1040,822,161.0,2,2,2020
70013,1031,817,0.0,19,0,2020
70011,1031,825,0.0,17,0,2020
70009,1031,847,0.0,15,0,2020
70007,1031,848,0.0,13,0,2020
70005,1031,849,0.0,11,0,2020
70004,1031,20,1.0,10,0,2020
70003,1031,841,2.0,9,0,2020
70002,1031,839,4.0,8,0,2020
70001,1031,842,6.0,7,0,2020
70000,1031,815,8.0,6,0,2020
69999,1031,832,10.0,5,0,2020
69998,1031,1,12.0,4,0,2020
69997,1031,846,16.0,3,0,2020
69996,1031,844,18.0,2,0,2020
69995,1031,822,25.0,1,1,2020
69809,1032,822,43.0,1,1,2020
69810,1032,844,18.0,4,0,2020
69811,1032,846,26.0,3,0,2020
69812,1032,1,37.0,2,1,2020
69813,1032,832,13.0,7,0,2020
69814,1032,815,16.0,5,0,2020
69815,1032,842,6.0,9,0,2020
69816,1032,839,4.0,11,0,2020
69817,1032,841,2.0,13,0,2020
69818,1032,20,1.0,15,0,2020
69819,1032,849,0.0,16,0,2020
69820,1032,826,1.0,14,0,2020
69821,1032,848,12.0,8,0,2020
69822,1032,8,0.0,17,0,2020
69823,1032,847,0.0,20,0,2020
69824,1032,154,0.0,19,0,2020
69825,1032,825,0.0,18,0,2020
69826,1032,840,6.0,10,0,2020
69827,1032,817,4.0,12,0,2020
69828,1032,830,15.0,6,0,2020
69868,1033,830,33.0,3,0,2020
69866,1033,840,18.0,8,0,2020
69864,1033,154,0.0,19,0,2020
69863,1033,847,0.0,20,0,2020
69861,1033,848,22.0,5,0,2020
69860,1033,826,1.0,15,0,2020
69858,1033,20,9.0,10,0,2020
69856,1033,839,4.0,13,0,2020
69854,1033,815,22.0,6,0,2020
69852,1033,1,63.0,1,2,2020
69850,1033,844,18.0,7,0,2020
69849,1033,822,58.0,2,1,2020
69853,1033,832,15.0,9,0,2020
69865,1033,825,1.0,16,0,2020
69851,1033,846,26.0,4,0,2020
69867,1033,817,8.0,11,0,2020
69855,1033,842,6.0,12,0,2020
69862,1033,8,0.0,17,0,2020
69859,1033,849,0.0,18,0,2020
69857,1033,841,2.0,14,0,2020
69889,1034,807,0.0,21,0,2020
69890,1035,822,73.0,3,1,2020
69891,1035,844,45.0,4,0,2020
69892,1035,846,38.0,5,0,2020
69893,1035,1,107.0,1,3,2020
69894,1035,832,15.0,11,0,2020
69895,1035,815,22.0,8,0,2020
69896,1035,842,12.0,12,0,2020
69897,1035,839,16.0,10,0,2020
69898,1035,841,2.0,15,0,2020
69899,1035,20,10.0,13,0,2020
69900,1035,849,0.0,19,0,2020
69901,1035,826,2.0,16,0,2020
69902,1035,848,36.0,6,0,2020
69903,1035,8,0.0,18,0,2020
69904,1035,847,0.0,20,0,2020
69905,1035,154,0.0,21,0,2020
69906,1035,825,1.0,17,0,2020
69907,1035,840,28.0,7,0,2020
69908,1035,817,20.0,9,0,2020
69909,1035,830,77.0,2,1,2020
69910,1035,807,6.0,14,0,2020
69911,1036,822,89.0,3,1,2020
69912,1036,844,45.0,4,0,2020
69913,1036,846,39.0,7,0,2020
69914,1036,1,132.0,1,4,2020
69915,1036,832,23.0,9,0,2020
69916,1036,815,32.0,8,0,2020
69917,1036,842,14.0,13,0,2020
69918,1036,839,16.0,12,0,2020
69919,1036,841,2.0,15,0,2020
69920,1036,20,16.0,11,0,2020
69921,1036,849,0.0,19,0,2020
69922,1036,826,2.0,16,0,2020
69923,1036,848,40.0,6,0,2020
69924,1036,8,0.0,18,0,2020
69925,1036,847,0.0,20,0,2020
69926,1036,154,0.0,21,0,2020
69927,1036,825,1.0,17,0,2020
69928,1036,840,40.0,5,0,2020
69929,1036,817,20.0,10,0,2020
69930,1036,830,95.0,2,1,2020
69931,1036,807,6.0,14,0,2020
69932,1037,822,107.0,3,1,2020
69933,1037,844,45.0,5,0,2020
69934,1037,846,45.0,6,0,2020
69935,1037,1,157.0,1,5,2020
69936,1037,832,23.0,11,0,2020
69937,1037,815,33.0,9,0,2020
69938,1037,842,18.0,12,0,2020
69939,1037,839,26.0,10,0,2020
69940,1037,841,2.0,15,0,2020
69941,1037,20,16.0,13,0,2020
69942,1037,849,0.0,19,0,2020
69943,1037,826,2.0,16,0,2020
69944,1037,848,48.0,4,0,2020
69945,1037,8,0.0,18,0,2020
69946,1037,847,0.0,20,0,2020
69947,1037,154,0.0,21,0,2020
69948,1037,825,1.0,17,0,2020
69949,1037,840,42.0,7,0,2020
69950,1037,817,33.0,8,0,2020
69951,1037,830,110.0,2,1,2020
69952,1037,807,6.0,14,0,2020
69953,1038,822,117.0,2,1,2020
69954,1038,844,45.0,7,0,2020
69955,1038,846,57.0,5,0,2020
69956,1038,1,164.0,1,5,2020
69957,1038,832,41.0,9,0,2020
69958,1038,815,34.0,11,0,2020
69959,1038,842,43.0,8,1,2020
69960,1038,839,30.0,12,0,2020
69961,1038,841,2.0,16,0,2020
69962,1038,20,16.0,13,0,2020
69963,1038,849,0.0,18,0,2020
69964,1038,826,4.0,15,0,2020
69965,1038,848,48.0,6,0,2020
69966,1038,8,0.0,19,0,2020
69967,1038,847,0.0,21,0,2020
69968,1038,154,0.0,20,0,2020
69969,1038,825,1.0,17,0,2020
69970,1038,840,57.0,4,0,2020
69971,1038,817,41.0,10,0,2020
69972,1038,830,110.0,3,1,2020
69973,1038,807,6.0,14,0,2020
69974,1039,822,135.0,2,1,2020
69975,1039,844,49.0,8,0,2020
69976,1039,846,65.0,4,0,2020
69977,1039,1,190.0,1,6,2020
69978,1039,832,41.0,11,0,2020
69979,1039,815,44.0,9,0,2020
69980,1039,842,43.0,10,1,2020
69981,1039,839,30.0,12,0,2020
69982,1039,841,2.0,17,0,2020
69983,1039,20,17.0,13,0,2020
69984,1039,849,0.0,19,0,2020
69985,1039,826,10.0,14,0,2020
69986,1039,848,63.0,5,0,2020
69987,1039,8,2.0,16,0,2020
69988,1039,847,0.0,20,0,2020
69989,1039,154,0.0,21,0,2020
69990,1039,825,1.0,18,0,2020
69991,1039,840,57.0,6,0,2020
69992,1039,817,53.0,7,0,2020
69993,1039,830,110.0,3,1,2020
69994,1039,807,6.0,15,0,2020
70017,1040,846,65.0,4,0,2020
70018,1040,1,205.0,1,6,2020
70019,1040,832,41.0,11,0,2020
70020,1040,815,56.0,9,0,2020
70021,1040,842,45.0,10,1,2020
70022,1040,839,36.0,12,0,2020
70023,1040,841,2.0,17,0,2020
70024,1040,20,17.0,13,0,2020
70025,1040,849,0.0,19,0,2020
70026,1040,826,14.0,14,0,2020
70027,1040,848,64.0,5,0,2020
70028,1040,8,2.0,16,0,2020
70029,1040,847,0.0,20,0,2020
70030,1040,154,0.0,21,0,2020
70031,1040,825,1.0,18,0,2020
70032,1040,840,57.0,8,0,2020
70033,1040,817,63.0,6,0,2020
70034,1040,830,128.0,3,1,2020
70035,1040,807,6.0,15,0,2020
70036,1041,822,161.0,2,2,2020
70037,1041,844,63.0,8,0,2020
70038,1041,846,65.0,6,0,2020
70039,1041,1,230.0,1,7,2020
70040,1041,832,51.0,11,0,2020
70041,1041,815,68.0,5,0,2020
70042,1041,842,53.0,10,1,2020
70043,1041,839,36.0,12,0,2020
70044,1041,841,3.0,16,0,2020
70045,1041,20,17.0,13,0,2020
70046,1041,849,0.0,20,0,2020
70047,1041,826,14.0,14,0,2020
70048,1041,848,64.0,7,0,2020
70049,1041,8,2.0,17,0,2020
70050,1041,847,0.0,21,0,2020
70051,1041,154,2.0,18,0,2020
70052,1041,825,1.0,19,0,2020
70053,1041,840,57.0,9,0,2020
70054,1041,817,78.0,4,0,2020
70055,1041,830,147.0,3,1,2020
70056,1041,807,10.0,15,0,2020
70057,1042,822,179.0,2,2,2020
70058,1042,844,75.0,5,0,2020
70059,1042,846,65.0,7,0,2020
70060,1042,1,256.0,1,8,2020
70061,1042,832,59.0,10,0,2020
70062,1042,815,74.0,6,0,2020
70063,1042,842,63.0,9,1,2020
70064,1042,839,40.0,12,0,2020
70065,1042,841,3.0,16,0,2020
70066,1042,20,18.0,13,0,2020
70067,1042,849,0.0,20,0,2020
70068,1042,826,14.0,14,0,2020
70069,1042,848,64.0,8,0,2020
70070,1042,8,2.0,17,0,2020
70071,1042,847,0.0,21,0,2020
70072,1042,154,2.0,18,0,2020
70073,1042,825,1.0,19,0,2020
70074,1042,840,57.0,11,0,2020
70075,1042,817,80.0,4,0,2020
70076,1042,830,162.0,3,1,2020
70077,1042,807,10.0,15,0,2020
70078,1043,822,197.0,2,2,2020
70079,1043,844,85.0,5,0,2020
70080,1043,846,69.0,7,0,2020
70081,1043,1,282.0,1,9,2020
70082,1043,832,65.0,8,0,2020
70083,1043,815,82.0,6,0,2020
70084,1043,842,63.0,10,1,2020
70085,1043,839,40.0,12,0,2020
70086,1043,841,4.0,17,0,2020
70087,1043,20,18.0,14,0,2020
70088,1043,849,0.0,20,0,2020
70089,1043,826,26.0,13,0,2020
70090,1043,848,64.0,9,0,2020
70091,1043,8,4.0,16,0,2020
70092,1043,847,0.0,21,0,2020
70093,1043,154,2.0,18,0,2020
70094,1043,825,1.0,19,0,2020
70095,1043,840,57.0,11,0,2020
70096,1043,817,95.0,4,0,2020
70097,1043,830,162.0,3,1,2020
70098,1043,807,10.0,15,0,2020
70099,1044,822,197.0,2,2,2020
70100,1044,844,97.0,5,0,2020
70101,1044,846,74.0,8,0,2020
70102,1044,1,307.0,1,10,2020
70103,1044,832,75.0,7,0,2020
70104,1044,815,100.0,4,0,2020
70105,1044,842,63.0,10,1,2020
70106,1044,839,40.0,12,0,2020
70107,1044,841,4.0,17,0,2020
70108,1044,20,33.0,13,0,2020
70109,1044,849,0.0,20,0,2020
70110,1044,826,26.0,14,0,2020
70111,1044,848,70.0,9,0,2020
70112,1044,8,4.0,16,0,2020
70113,1044,847,0.0,21,0,2020
70114,1044,154,2.0,18,0,2020
70115,1044,825,1.0,19,0,2020
70116,1044,840,59.0,11,0,2020
70117,1044,817,96.0,6,0,2020
70118,1044,830,170.0,3,1,2020
70119,1044,807,10.0,15,0,2020
70120,1045,822,201.0,2,2,2020
70121,1045,844,98.0,6,0,2020
70122,1045,846,86.0,7,0,2020
70123,1045,1,332.0,1,11,2020
70124,1045,832,85.0,8,0,2020
70125,1045,815,100.0,5,0,2020
70126,1045,842,71.0,10,1,2020
70127,1045,839,42.0,12,0,2020
70128,1045,841,4.0,17,0,2020
70129,1045,20,33.0,13,0,2020
70130,1045,849,0.0,20,0,2020
70131,1045,826,26.0,14,0,2020
70132,1045,848,85.0,9,0,2020
70133,1045,8,4.0,16,0,2020
70134,1045,847,0.0,21,0,2020
70135,1045,154,2.0,18,0,2020
70136,1045,825,1.0,19,0,2020
70137,1045,840,59.0,11,0,2020
70138,1045,817,102.0,4,0,2020
70139,1045,830,189.0,3,1,2020
70140,1045,807,10.0,15,0,2020
70141,1046,822,205.0,2,2,2020
70142,1046,844,98.0,6,0,2020
70143,1046,846,87.0,9,0,2020
70144,1046,1,332.0,1,11,2020
70145,1046,832,97.0,7,0,2020
70146,1046,815,125.0,4,1,2020
70147,1046,842,71.0,11,1,2020
70148,1046,839,60.0,12,0,2020
70149,1046,841,4.0,17,0,2020
70150,1046,20,33.0,13,0,2020
70151,1046,849,0.0,21,0,2020
70152,1046,826,32.0,14,0,2020
70153,1046,848,93.0,8,0,2020
70154,1046,8,4.0,16,0,2020
70155,1046,847,3.0,18,0,2020
70156,1046,154,2.0,19,0,2020
70157,1046,825,1.0,20,0,2020
70158,1046,840,74.0,10,0,2020
70159,1046,817,112.0,5,0,2020
70160,1046,830,189.0,3,1,2020
70161,1046,807,10.0,15,0,2020
70162,1046,851,0.0,22,0,2020
70163,1046,850,0.0,23,0,2020
70208,1047,851,0.0,22,0,2020
70207,1047,807,10.0,15,0,2020
70206,1047,830,214.0,3,2,2020
70205,1047,817,119.0,5,0,2020
70203,1047,825,1.0,20,0,2020
70201,1047,847,3.0,18,0,2020
70198,1047,826,32.0,14,0,2020
70196,1047,20,33.0,13,0,2020
70194,1047,839,62.0,12,0,2020
70192,1047,815,125.0,4,1,2020
70190,1047,1,347.0,1,11,2020
70191,1047,832,105.0,6,0,2020
70193,1047,842,75.0,10,1,2020
70202,1047,154,2.0,19,0,2020
70209,1047,850,0.0,23,0,2020
70195,1047,841,4.0,17,0,2020
70204,1047,840,75.0,11,0,2020
70189,1047,846,97.0,9,0,2020
70200,1047,8,4.0,16,0,2020
70199,1047,848,105.0,7,0,2020
70197,1047,849,0.0,21,0,2020
70188,1047,844,98.0,8,0,2020
70187,1047,822,223.0,2,2,2020
70718,1051,9,0.0,20,0,2021
70717,1051,853,0.0,21,0,2021
70716,1051,4,77.0,10,0,2021
70715,1051,849,7.0,17,0,2021
70714,1051,842,92.0,9,0,2021
70713,1051,854,0.0,19,0,2021
70712,1051,20,43.0,12,0,2021
70711,1051,847,16.0,15,0,2021
70710,1051,839,60.0,11,1,2021
70709,1051,841,1.0,18,0,2021
70708,1051,8,10.0,16,0,2021
70707,1051,840,34.0,13,0,2021
70706,1051,852,20.0,14,0,2021
70705,1051,832,145.5,7,0,2021
70704,1051,817,105.0,8,1,2021
70703,1051,844,152.0,6,0,2021
70702,1051,815,190.0,4,1,2021
70701,1051,846,153.0,5,0,2021
70700,1051,822,203.0,3,1,2021
70699,1051,830,351.5,1,9,2021
70698,1051,1,343.5,2,7,2021
70231,1052,1,25.0,1,1,2021
70232,1052,830,18.0,2,0,2021
70233,1052,822,16.0,3,0,2021
70234,1052,846,12.0,4,0,2021
70235,1052,815,10.0,5,0,2021
70236,1052,844,8.0,6,0,2021
70237,1052,817,6.0,7,0,2021
70238,1052,832,4.0,8,0,2021
70239,1052,852,2.0,9,0,2021
70240,1052,840,1.0,10,0,2021
70241,1052,8,0.0,11,0,2021
70242,1052,841,0.0,12,0,2021
70243,1052,839,0.0,13,0,2021
70244,1052,847,0.0,14,0,2021
70245,1052,20,0.0,15,0,2021
70246,1052,854,0.0,16,0,2021
70247,1052,842,0.0,17,0,2021
70248,1052,849,0.0,18,0,2021
70249,1052,4,0.0,19,0,2021
70250,1052,853,0.0,20,0,2021
70300,1053,840,5.0,10,0,2021
70295,1053,815,10.0,8,0,2021
70310,1053,853,0.0,19,0,2021
70309,1053,4,1.0,13,0,2021
70308,1053,849,0.0,20,0,2021
70307,1053,842,6.0,9,0,2021
70298,1053,832,14.0,6,0,2021
70296,1053,844,20.0,4,0,2021
70292,1053,830,43.0,2,1,2021
70305,1053,20,0.0,17,0,2021
70304,1053,847,0.0,16,0,2021
70306,1053,854,0.0,18,0,2021
70303,1053,839,2.0,12,0,2021
70302,1053,841,0.0,15,0,2021
70301,1053,8,0.0,14,0,2021
70299,1053,852,2.0,11,0,2021
70297,1053,817,14.0,7,0,2021
70294,1053,846,27.0,3,0,2021
70293,1053,822,16.0,5,0,2021
70291,1053,1,44.0,1,1,2021
70311,1054,1,69.0,1,2,2021
70312,1054,830,61.0,2,1,2021
70313,1054,822,32.0,4,0,2021
70314,1054,846,37.0,3,0,2021
70315,1054,815,22.0,6,0,2021
70316,1054,844,28.0,5,0,2021
70317,1054,817,16.0,7,0,2021
70318,1054,832,14.0,8,0,2021
70319,1054,852,2.0,13,0,2021
70320,1054,840,5.0,11,0,2021
70321,1054,8,0.0,14,0,2021
70322,1054,841,0.0,15,0,2021
70323,1054,839,8.0,9,0,2021
70324,1054,847,0.0,17,0,2021
70325,1054,20,0.0,16,0,2021
70326,1054,854,0.0,18,0,2021
70327,1054,842,7.0,10,0,2021
70328,1054,849,0.0,20,0,2021
70329,1054,4,5.0,12,0,2021
70330,1054,853,0.0,19,0,2021
70331,1055,1,94.0,1,3,2021
70332,1055,830,80.0,2,1,2021
70333,1055,822,47.0,3,0,2021
70334,1055,846,41.0,4,0,2021
70335,1055,815,32.0,6,0,2021
70336,1055,844,40.0,5,0,2021
70337,1055,817,24.0,7,0,2021
70338,1055,832,20.0,8,0,2021
70339,1055,852,2.0,13,0,2021
70340,1055,840,5.0,11,0,2021
70341,1055,8,0.0,14,0,2021
70342,1055,841,0.0,15,0,2021
70343,1055,839,10.0,9,0,2021
70344,1055,847,0.0,17,0,2021
70345,1055,20,0.0,16,0,2021
70346,1055,854,0.0,18,0,2021
70347,1055,842,8.0,10,0,2021
70348,1055,849,0.0,19,0,2021
70349,1055,4,5.0,12,0,2021
70350,1055,853,0.0,20,0,2021
70351,1056,1,101.0,2,3,2021
70352,1056,830,105.0,1,2,2021
70353,1056,822,47.0,4,0,2021
70354,1056,846,56.0,3,0,2021
70355,1056,815,44.0,5,0,2021
70356,1056,844,40.0,6,0,2021
70357,1056,817,24.0,8,0,2021
70358,1056,832,38.0,7,0,2021
70359,1056,852,2.0,14,0,2021
70360,1056,840,9.0,12,0,2021
70361,1056,8,0.0,16,0,2021
70362,1056,841,1.0,15,0,2021
70363,1056,839,12.0,10,0,2021
70364,1056,847,0.0,17,0,2021
70365,1056,20,10.0,11,0,2021
70366,1056,854,0.0,19,0,2021
70367,1056,842,16.0,9,0,2021
70368,1056,849,0.0,18,0,2021
70369,1056,4,5.0,13,0,2021
70370,1056,853,0.0,20,0,2021
70371,1057,1,101.0,2,3,2021
70372,1057,830,105.0,1,2,2021
70373,1057,822,47.0,6,0,2021
70374,1057,846,66.0,4,0,2021
70375,1057,815,69.0,3,1,2021
70376,1057,844,52.0,5,0,2021
70377,1057,817,26.0,10,0,2021
70378,1057,832,42.0,7,0,2021
70379,1057,852,8.0,14,0,2021
70380,1057,840,9.0,13,0,2021
70381,1057,8,1.0,15,0,2021
70382,1057,841,1.0,16,0,2021
70383,1057,839,12.0,12,0,2021
70384,1057,847,0.0,18,0,2021
70385,1057,20,28.0,9,0,2021
70386,1057,854,0.0,17,0,2021
70387,1057,842,31.0,8,0,2021
70388,1057,849,0.0,20,0,2021
70389,1057,4,13.0,11,0,2021
70390,1057,853,0.0,19,0,2021
70391,1059,1,119.0,2,3,2021
70392,1059,830,131.0,1,3,2021
70393,1059,822,59.0,5,0,2021
70394,1059,846,76.0,4,0,2021
70395,1059,815,84.0,3,1,2021
70396,1059,844,52.0,6,0,2021
70397,1059,817,34.0,9,0,2021
70398,1059,832,42.0,7,0,2021
70399,1059,852,8.0,14,0,2021
70400,1059,840,10.0,13,0,2021
70401,1059,8,1.0,15,0,2021
70402,1059,841,1.0,16,0,2021
70403,1059,839,12.0,12,0,2021
70404,1059,847,0.0,17,0,2021
70405,1059,20,30.0,10,0,2021
70406,1059,854,0.0,18,0,2021
70407,1059,842,37.0,8,0,2021
70408,1059,849,0.0,20,0,2021
70409,1059,4,17.0,11,0,2021
70410,1059,853,0.0,19,0,2021
70411,1058,1,138.0,2,3,2021
70412,1058,830,156.0,1,4,2021
70413,1058,822,74.0,5,0,2021
70414,1058,846,86.0,4,0,2021
70415,1058,815,96.0,3,1,2021
70416,1058,844,58.0,6,0,2021
70417,1058,817,34.0,9,0,2021
70418,1058,832,50.0,7,0,2021
70419,1058,852,9.0,14,0,2021
70420,1058,840,14.0,12,0,2021
70421,1058,8,1.0,15,0,2021
70422,1058,841,1.0,16,0,2021
70423,1058,839,12.0,13,0,2021
70424,1058,847,0.0,17,0,2021
70425,1058,20,30.0,10,0,2021
70426,1058,854,0.0,18,0,2021
70427,1058,842,37.0,8,0,2021
70428,1058,849,0.0,20,0,2021
70429,1058,4,19.0,11,0,2021
70430,1058,853,0.0,19,0,2021
70468,1060,849,0.0,20,0,2021
70467,1060,842,39.0,9,0,2021
70465,1060,20,30.0,10,0,2021
70464,1060,847,0.0,17,0,2021
70461,1060,8,1.0,15,0,2021
70458,1060,832,60.0,7,0,2021
70456,1060,844,62.0,6,0,2021
70455,1060,815,104.0,3,1,2021
70454,1060,846,101.0,4,0,2021
70452,1060,830,182.0,1,5,2021
70470,1060,853,0.0,19,0,2021
70469,1060,4,20.0,11,0,2021
70466,1060,854,0.0,18,0,2021
70453,1060,822,92.0,5,0,2021
70460,1060,840,14.0,12,0,2021
70463,1060,839,12.0,13,0,2021
70462,1060,841,1.0,16,0,2021
70459,1060,852,9.0,14,0,2021
70457,1060,817,40.0,8,0,2021
70451,1060,1,150.0,2,3,2021
70471,1061,1,177.0,2,4,2021
70472,1061,830,185.0,1,5,2021
70473,1061,822,108.0,4,0,2021
70474,1061,846,113.0,3,0,2021
70475,1061,815,104.0,5,1,2021
70476,1061,844,80.0,6,0,2021
70477,1061,817,50.0,8,0,2021
70478,1061,832,68.0,7,0,2021
70479,1061,852,10.0,14,0,2021
70480,1061,840,18.0,12,0,2021
70481,1061,8,1.0,15,0,2021
70482,1061,841,1.0,16,0,2021
70483,1061,839,14.0,13,0,2021
70484,1061,847,0.0,17,0,2021
70485,1061,20,30.0,10,0,2021
70486,1061,854,0.0,18,0,2021
70487,1061,842,39.0,9,0,2021
70488,1061,849,0.0,19,0,2021
70489,1061,4,26.0,11,0,2021
70490,1061,853,0.0,20,0,2021
70528,1062,849,6.0,15,0,2021
70527,1062,842,50.0,8,0,2021
70525,1062,20,30.0,12,0,2021
70524,1062,847,4.0,16,0,2021
70523,1062,839,39.0,10,1,2021
70521,1062,8,2.0,17,0,2021
70520,1062,840,18.0,14,0,2021
70517,1062,817,50.0,9,0,2021
70515,1062,815,104.0,5,1,2021
70513,1062,822,108.0,4,0,2021
70530,1062,853,0.0,20,0,2021
70529,1062,4,38.0,11,0,2021
70526,1062,854,0.0,19,0,2021
70519,1062,852,18.0,13,0,2021
70516,1062,844,80.0,7,0,2021
70512,1062,830,187.0,2,5,2021
70514,1062,846,113.0,3,0,2021
70522,1062,841,1.0,18,0,2021
70518,1062,832,83.0,6,0,2021
70511,1062,1,195.0,1,4,2021
70531,1063,1,202.5,1,4,2021
70532,1063,830,199.5,2,6,2021
70533,1063,822,108.0,4,0,2021
70534,1063,846,113.0,3,0,2021
70535,1063,815,104.0,5,1,2021
70536,1063,844,82.0,7,0,2021
70537,1063,817,56.0,8,0,2021
70538,1063,832,83.5,6,0,2021
70539,1063,852,18.0,13,0,2021
70540,1063,840,18.0,14,0,2021
70541,1063,8,2.0,17,0,2021
70542,1063,841,1.0,18,0,2021
70543,1063,839,42.0,10,1,2021
70544,1063,847,13.0,15,0,2021
70545,1063,20,35.0,12,0,2021
70546,1063,854,0.0,19,0,2021
70547,1063,842,54.0,9,0,2021
70548,1063,849,7.0,16,0,2021
70549,1063,4,38.0,11,0,2021
70550,1063,853,0.0,20,0,2021
70551,1064,1,221.5,2,4,2021
70552,1064,830,224.5,1,7,2021
70553,1064,822,123.0,3,0,2021
70554,1064,846,114.0,4,0,2021
70555,1064,815,108.0,5,1,2021
70556,1064,844,92.0,6,0,2021
70557,1064,817,56.0,9,0,2021
70558,1064,832,89.5,7,0,2021
70559,1064,852,18.0,13,0,2021
70560,1064,840,18.0,14,0,2021
70561,1064,8,2.0,17,0,2021
70562,1064,841,1.0,18,0,2021
70563,1064,839,44.0,11,1,2021
70564,1064,847,13.0,15,0,2021
70565,1064,20,35.0,12,0,2021
70566,1064,854,0.0,19,0,2021
70567,1064,842,66.0,8,0,2021
